namespace_prefix	namespace_name	repository	repository_url	confirmation_evidence	local_evidence_paths
drugbank	DrugBank	go-drugbank-release-version-5-1-1	https://github.com/biobricks-ai/go-drugbank-release-version-5-1-1	registry provider domain plus namespace-specific metadata token: go.drugbank.com; drugbank	/mnt/raid2/biobricks/go-drugbank-release-version-5-1-1/.bb/brick.jsonld;/mnt/raid2/biobricks/go-drugbank-release-version-5-1-1/dvc.yaml;/mnt/raid2/biobricks/go-drugbank-release-version-5-1-1/stages/01_download.py;/mnt/raid2/biobricks/go-drugbank-release-version-5-1-1/stages/02_build.py
drugcentral	DrugCentral	drugcentral	https://github.com/biobricks-ai/drugcentral	registry provider domain plus namespace-specific metadata token: drugcentral.org; drugcentral	/mnt/raid2/biobricks/drugcentral/.bb/brick.jsonld;/mnt/raid2/biobricks/drugcentral/.bb/source.jsonld;/mnt/raid2/biobricks/drugcentral/README.md;/mnt/raid2/biobricks/drugcentral/dvc.yaml
drugcentral	DrugCentral	drugcentral-drugs	https://github.com/biobricks-ai/drugcentral-drugs	registry provider domain plus namespace-specific metadata token: drugcentral.org; drugcentral	/mnt/raid2/biobricks/drugcentral-drugs/.bb/brick.jsonld;/mnt/raid2/biobricks/drugcentral-drugs/.bb/source.jsonld;/mnt/raid2/biobricks/drugcentral-drugs/dvc.yaml;/mnt/raid2/biobricks/drugcentral-drugs/stages/01_download.py
ec-code	Enzyme Nomenclature	envichem-finland-rdf	https://github.com/biobricks-ai/envichem-finland-rdf	direct Identifiers.org namespace IRI in repository metadata/source	/home/insilica/git/com.toxindex/envichem-finland-rdf/README.md;/home/insilica/git/com.toxindex/envichem-finland-rdf/dvc.yaml;/home/insilica/git/com.toxindex/envichem-finland-rdf/stages/convert.py;/home/insilica/git/com.toxindex/envichem-finland-rdf/health/build-status.json
eu89h	JRC Data Catalogue	europa-jrc-qsar-model-database-jrc-da	https://github.com/biobricks-ai/europa-jrc-qsar-model-database-jrc-da	exact registry resource URL plus namespace-specific repository metadata: http://data.europa.eu/89h|registry provider domain plus namespace-specific metadata token: data.europa.eu; jrc	/mnt/raid2/biobricks/europa-jrc-qsar-model-database-jrc-da/.bb/brick.jsonld;/mnt/raid2/biobricks/europa-jrc-qsar-model-database-jrc-da/dvc.yaml;/mnt/raid2/biobricks/europa-jrc-qsar-model-database-jrc-da/stages/01_download.py;/mnt/raid2/biobricks/europa-jrc-qsar-model-database-jrc-da/stages/02_build.py
eu89h	JRC Data Catalogue	jrc-a-systematic-review-of-physiologically-based-kinet	https://github.com/biobricks-ai/jrc-a-systematic-review-of-physiologically-based-kinet	registry provider domain plus namespace-specific metadata token: data.jrc.ec.europa.eu; jrc	/mnt/raid2/biobricks/jrc-a-systematic-review-of-physiologically-based-kinet/.bb/brick.jsonld;/mnt/raid2/biobricks/jrc-a-systematic-review-of-physiologically-based-kinet/.bb/source.jsonld;/mnt/raid2/biobricks/jrc-a-systematic-review-of-physiologically-based-kinet/README.md;/mnt/raid2/biobricks/jrc-a-systematic-review-of-physiologically-based-kinet/dvc.yaml
eu89h	JRC Data Catalogue	jrc-bimmoh-biomedical-models-hub	https://github.com/biobricks-ai/jrc-bimmoh-biomedical-models-hub	registry provider domain plus namespace-specific metadata token: data.jrc.ec.europa.eu; jrc	/mnt/raid2/biobricks/jrc-bimmoh-biomedical-models-hub/.bb/brick.jsonld;/mnt/raid2/biobricks/jrc-bimmoh-biomedical-models-hub/.bb/source.jsonld;/mnt/raid2/biobricks/jrc-bimmoh-biomedical-models-hub/README.md;/mnt/raid2/biobricks/jrc-bimmoh-biomedical-models-hub/dvc.yaml
eu89h	JRC Data Catalogue	jrc-car-moa-database	https://github.com/biobricks-ai/jrc-car-moa-database	exact registry resource URL plus namespace-specific repository metadata: http://data.europa.eu/89h|registry provider domain plus namespace-specific metadata token: data.jrc.ec.europa.eu; jrc|registry provider domain plus namespace-specific metadata token: data.europa.eu; jrc	/mnt/raid2/biobricks/jrc-car-moa-database/.bb/source.jsonld;/mnt/raid2/biobricks/jrc-car-moa-database/dvc.yaml;/mnt/raid2/biobricks/jrc-car-moa-database/stages/01_download.py;/mnt/raid2/biobricks/jrc-car-moa-database/stages/02_build.py
eu89h	JRC Data Catalogue	jrc-car-moa-dossier-analysis-database	https://github.com/biobricks-ai/jrc-car-moa-dossier-analysis-database	registry provider domain plus namespace-specific metadata token: data.jrc.ec.europa.eu; jrc	/mnt/raid2/biobricks/jrc-car-moa-dossier-analysis-database/.bb/brick.jsonld;/mnt/raid2/biobricks/jrc-car-moa-dossier-analysis-database/.bb/source.jsonld;/mnt/raid2/biobricks/jrc-car-moa-dossier-analysis-database/README.md;/mnt/raid2/biobricks/jrc-car-moa-dossier-analysis-database/dvc.yaml
eu89h	JRC Data Catalogue	jrc-computational-models-for-the-safety-assessment-of	https://github.com/biobricks-ai/jrc-computational-models-for-the-safety-assessment-of	registry provider domain plus namespace-specific metadata token: data.jrc.ec.europa.eu; catalogue	/mnt/raid2/biobricks/jrc-computational-models-for-the-safety-assessment-of/.bb/brick.jsonld;/mnt/raid2/biobricks/jrc-computational-models-for-the-safety-assessment-of/.bb/source.jsonld;/mnt/raid2/biobricks/jrc-computational-models-for-the-safety-assessment-of/README.md;/mnt/raid2/biobricks/jrc-computational-models-for-the-safety-assessment-of/dvc.yaml
eu89h	JRC Data Catalogue	jrc-ecvam-genotox	https://github.com/biobricks-ai/jrc-ecvam-genotox	registry provider domain plus namespace-specific metadata token: data.jrc.ec.europa.eu; jrc	/mnt/raid2/biobricks/jrc-ecvam-genotox/.bb/brick.jsonld;/mnt/raid2/biobricks/jrc-ecvam-genotox/.bb/source.jsonld;/mnt/raid2/biobricks/jrc-ecvam-genotox/dvc.yaml;/mnt/raid2/biobricks/jrc-ecvam-genotox/stages/01_download.py
eu89h	JRC Data Catalogue	jrc-ecvam-genotox-carcinogenicity	https://github.com/biobricks-ai/jrc-ecvam-genotox-carcinogenicity	exact registry resource URL plus namespace-specific repository metadata: http://data.europa.eu/89h|registry provider domain plus namespace-specific metadata token: data.jrc.ec.europa.eu; jrc|registry provider domain plus namespace-specific metadata token: data.europa.eu; jrc	/mnt/raid2/biobricks/jrc-ecvam-genotox-carcinogenicity/.bb/source.jsonld;/mnt/raid2/biobricks/jrc-ecvam-genotox-carcinogenicity/dvc.yaml;/mnt/raid2/biobricks/jrc-ecvam-genotox-carcinogenicity/stages/01_download.py;/mnt/raid2/biobricks/jrc-ecvam-genotox-carcinogenicity/stages/02_build.py
eu89h	JRC Data Catalogue	jrc-ecvam-reference-chemicals	https://github.com/biobricks-ai/jrc-ecvam-reference-chemicals	registry provider domain plus namespace-specific metadata token: data.jrc.ec.europa.eu; jrc	/mnt/raid2/biobricks/jrc-ecvam-reference-chemicals/.bb/source.jsonld;/mnt/raid2/biobricks/jrc-ecvam-reference-chemicals/dvc.yaml;/mnt/raid2/biobricks/jrc-ecvam-reference-chemicals/stages/01_download.py;/mnt/raid2/biobricks/jrc-ecvam-reference-chemicals/stages/02_build.py
eu89h	JRC Data Catalogue	jrc-ecvam-repeatdose	https://github.com/biobricks-ai/jrc-ecvam-repeatdose	registry provider domain plus namespace-specific metadata token: data.jrc.ec.europa.eu; jrc	/mnt/raid2/biobricks/jrc-ecvam-repeatdose/.bb/brick.jsonld;/mnt/raid2/biobricks/jrc-ecvam-repeatdose/.bb/source.jsonld;/mnt/raid2/biobricks/jrc-ecvam-repeatdose/dvc.yaml;/mnt/raid2/biobricks/jrc-ecvam-repeatdose/stages/01_download.py
eu89h	JRC Data Catalogue	jrc-ecvam-repeated-dose-toxicity	https://github.com/biobricks-ai/jrc-ecvam-repeated-dose-toxicity	registry provider domain plus namespace-specific metadata token: data.jrc.ec.europa.eu; jrc	/mnt/raid2/biobricks/jrc-ecvam-repeated-dose-toxicity/.bb/source.jsonld;/mnt/raid2/biobricks/jrc-ecvam-repeated-dose-toxicity/dvc.yaml;/mnt/raid2/biobricks/jrc-ecvam-repeated-dose-toxicity/stages/01_download.py;/mnt/raid2/biobricks/jrc-ecvam-repeated-dose-toxicity/stages/02_build.py
eu89h	JRC Data Catalogue	jrc-eurl-ecvam-fish-in-vitro-intrinsic-clearance-datab	https://github.com/biobricks-ai/jrc-eurl-ecvam-fish-in-vitro-intrinsic-clearance-datab	registry provider domain plus namespace-specific metadata token: data.jrc.ec.europa.eu; jrc	/mnt/raid2/biobricks/jrc-eurl-ecvam-fish-in-vitro-intrinsic-clearance-datab/.bb/brick.jsonld;/mnt/raid2/biobricks/jrc-eurl-ecvam-fish-in-vitro-intrinsic-clearance-datab/.bb/source.jsonld;/mnt/raid2/biobricks/jrc-eurl-ecvam-fish-in-vitro-intrinsic-clearance-datab/README.md;/mnt/raid2/biobricks/jrc-eurl-ecvam-fish-in-vitro-intrinsic-clearance-datab/dvc.yaml
eu89h	JRC Data Catalogue	jrc-eurl-ecvam-in-vitro-hepatocyte-clearance-and-blood	https://github.com/biobricks-ai/jrc-eurl-ecvam-in-vitro-hepatocyte-clearance-and-blood	registry provider domain plus namespace-specific metadata token: data.jrc.ec.europa.eu; jrc	/mnt/raid2/biobricks/jrc-eurl-ecvam-in-vitro-hepatocyte-clearance-and-blood/.bb/brick.jsonld;/mnt/raid2/biobricks/jrc-eurl-ecvam-in-vitro-hepatocyte-clearance-and-blood/.bb/source.jsonld;/mnt/raid2/biobricks/jrc-eurl-ecvam-in-vitro-hepatocyte-clearance-and-blood/README.md;/mnt/raid2/biobricks/jrc-eurl-ecvam-in-vitro-hepatocyte-clearance-and-blood/dvc.yaml
eu89h	JRC Data Catalogue	jrc-eurl-ecvam-kinetic-parameters-dataset	https://github.com/biobricks-ai/jrc-eurl-ecvam-kinetic-parameters-dataset	registry provider domain plus namespace-specific metadata token: data.jrc.ec.europa.eu; jrc	/mnt/raid2/biobricks/jrc-eurl-ecvam-kinetic-parameters-dataset/.bb/brick.jsonld;/mnt/raid2/biobricks/jrc-eurl-ecvam-kinetic-parameters-dataset/.bb/source.jsonld;/mnt/raid2/biobricks/jrc-eurl-ecvam-kinetic-parameters-dataset/README.md;/mnt/raid2/biobricks/jrc-eurl-ecvam-kinetic-parameters-dataset/dvc.yaml
eu89h	JRC Data Catalogue	jrc-eurl-ecvam-library-of-reference-chemicals	https://github.com/biobricks-ai/jrc-eurl-ecvam-library-of-reference-chemicals	registry provider domain plus namespace-specific metadata token: data.jrc.ec.europa.eu; jrc	/mnt/raid2/biobricks/jrc-eurl-ecvam-library-of-reference-chemicals/.bb/brick.jsonld;/mnt/raid2/biobricks/jrc-eurl-ecvam-library-of-reference-chemicals/.bb/source.jsonld;/mnt/raid2/biobricks/jrc-eurl-ecvam-library-of-reference-chemicals/README.md;/mnt/raid2/biobricks/jrc-eurl-ecvam-library-of-reference-chemicals/dvc.yaml
eu89h	JRC Data Catalogue	jrc-eurl-ecvam-rodent-in-vivo-biotransformation-databa	https://github.com/biobricks-ai/jrc-eurl-ecvam-rodent-in-vivo-biotransformation-databa	registry provider domain plus namespace-specific metadata token: data.jrc.ec.europa.eu; jrc	/mnt/raid2/biobricks/jrc-eurl-ecvam-rodent-in-vivo-biotransformation-databa/.bb/brick.jsonld;/mnt/raid2/biobricks/jrc-eurl-ecvam-rodent-in-vivo-biotransformation-databa/.bb/source.jsonld;/mnt/raid2/biobricks/jrc-eurl-ecvam-rodent-in-vivo-biotransformation-databa/README.md;/mnt/raid2/biobricks/jrc-eurl-ecvam-rodent-in-vivo-biotransformation-databa/dvc.yaml
eu89h	JRC Data Catalogue	jrc-expofacts	https://github.com/biobricks-ai/jrc-expofacts	registry provider domain plus namespace-specific metadata token: data.jrc.ec.europa.eu; jrc	/mnt/raid2/biobricks/jrc-expofacts/.bb/source.jsonld;/mnt/raid2/biobricks/jrc-expofacts/dvc.yaml;/mnt/raid2/biobricks/jrc-expofacts/stages/01_download.py;/mnt/raid2/biobricks/jrc-expofacts/stages/02_build.py
eu89h	JRC Data Catalogue	jrc-expofacts-database	https://github.com/biobricks-ai/jrc-expofacts-database	registry provider domain plus namespace-specific metadata token: data.jrc.ec.europa.eu; jrc	/mnt/raid2/biobricks/jrc-expofacts-database/.bb/brick.jsonld;/mnt/raid2/biobricks/jrc-expofacts-database/.bb/source.jsonld;/mnt/raid2/biobricks/jrc-expofacts-database/README.md;/mnt/raid2/biobricks/jrc-expofacts-database/dvc.yaml
eu89h	JRC Data Catalogue	jrc-heavy-metals-in-topsoils	https://github.com/biobricks-ai/jrc-heavy-metals-in-topsoils	registry provider domain plus namespace-specific metadata token: data.jrc.ec.europa.eu; jrc	/mnt/raid2/biobricks/jrc-heavy-metals-in-topsoils/.bb/brick.jsonld;/mnt/raid2/biobricks/jrc-heavy-metals-in-topsoils/.bb/source.jsonld;/mnt/raid2/biobricks/jrc-heavy-metals-in-topsoils/README.md;/mnt/raid2/biobricks/jrc-heavy-metals-in-topsoils/dvc.yaml
eu89h	JRC Data Catalogue	jrc-high-content-imaging-analysis-of-heparg-cell-line	https://github.com/biobricks-ai/jrc-high-content-imaging-analysis-of-heparg-cell-line	registry provider domain plus namespace-specific metadata token: data.jrc.ec.europa.eu; jrc	/mnt/raid2/biobricks/jrc-high-content-imaging-analysis-of-heparg-cell-line/.bb/brick.jsonld;/mnt/raid2/biobricks/jrc-high-content-imaging-analysis-of-heparg-cell-line/.bb/source.jsonld;/mnt/raid2/biobricks/jrc-high-content-imaging-analysis-of-heparg-cell-line/README.md;/mnt/raid2/biobricks/jrc-high-content-imaging-analysis-of-heparg-cell-line/dvc.yaml
eu89h	JRC Data Catalogue	jrc-hts-db-of-nanomaterials-on-hepargs	https://github.com/biobricks-ai/jrc-hts-db-of-nanomaterials-on-hepargs	registry provider domain plus namespace-specific metadata token: data.jrc.ec.europa.eu; jrc	/mnt/raid2/biobricks/jrc-hts-db-of-nanomaterials-on-hepargs/.bb/brick.jsonld;/mnt/raid2/biobricks/jrc-hts-db-of-nanomaterials-on-hepargs/.bb/source.jsonld;/mnt/raid2/biobricks/jrc-hts-db-of-nanomaterials-on-hepargs/README.md;/mnt/raid2/biobricks/jrc-hts-db-of-nanomaterials-on-hepargs/dvc.yaml
eu89h	JRC Data Catalogue	jrc-impact-of-chemical-exposures-on-human-infectious-d	https://github.com/biobricks-ai/jrc-impact-of-chemical-exposures-on-human-infectious-d	registry provider domain plus namespace-specific metadata token: data.jrc.ec.europa.eu; jrc	/mnt/raid2/biobricks/jrc-impact-of-chemical-exposures-on-human-infectious-d/.bb/brick.jsonld;/mnt/raid2/biobricks/jrc-impact-of-chemical-exposures-on-human-infectious-d/.bb/source.jsonld;/mnt/raid2/biobricks/jrc-impact-of-chemical-exposures-on-human-infectious-d/README.md;/mnt/raid2/biobricks/jrc-impact-of-chemical-exposures-on-human-infectious-d/dvc.yaml
eu89h	JRC Data Catalogue	jrc-jrc-qsar-model-database	https://github.com/biobricks-ai/jrc-jrc-qsar-model-database	registry provider domain plus namespace-specific metadata token: data.jrc.ec.europa.eu; jrc	/mnt/raid2/biobricks/jrc-jrc-qsar-model-database/.bb/brick.jsonld;/mnt/raid2/biobricks/jrc-jrc-qsar-model-database/.bb/source.jsonld;/mnt/raid2/biobricks/jrc-jrc-qsar-model-database/README.md;/mnt/raid2/biobricks/jrc-jrc-qsar-model-database/dvc.yaml
eu89h	JRC Data Catalogue	jrc-maps-of-heavy-metals-in-the-soils-of-the-eu-lucas	https://github.com/biobricks-ai/jrc-maps-of-heavy-metals-in-the-soils-of-the-eu-lucas	registry provider domain plus namespace-specific metadata token: data.jrc.ec.europa.eu; jrc	/mnt/raid2/biobricks/jrc-maps-of-heavy-metals-in-the-soils-of-the-eu-lucas/.bb/brick.jsonld;/mnt/raid2/biobricks/jrc-maps-of-heavy-metals-in-the-soils-of-the-eu-lucas/.bb/source.jsonld;/mnt/raid2/biobricks/jrc-maps-of-heavy-metals-in-the-soils-of-the-eu-lucas/README.md;/mnt/raid2/biobricks/jrc-maps-of-heavy-metals-in-the-soils-of-the-eu-lucas/dvc.yaml
eu89h	JRC Data Catalogue	jrc-mercury-content-in-the-european-union-topsoil	https://github.com/biobricks-ai/jrc-mercury-content-in-the-european-union-topsoil	registry provider domain plus namespace-specific metadata token: data.jrc.ec.europa.eu; catalogue	/mnt/raid2/biobricks/jrc-mercury-content-in-the-european-union-topsoil/.bb/brick.jsonld;/mnt/raid2/biobricks/jrc-mercury-content-in-the-european-union-topsoil/.bb/source.jsonld;/mnt/raid2/biobricks/jrc-mercury-content-in-the-european-union-topsoil/README.md;/mnt/raid2/biobricks/jrc-mercury-content-in-the-european-union-topsoil/dvc.yaml
eu89h	JRC Data Catalogue	jrc-pesticides-residues-in-european-agricultural-soils	https://github.com/biobricks-ai/jrc-pesticides-residues-in-european-agricultural-soils	registry provider domain plus namespace-specific metadata token: data.jrc.ec.europa.eu; jrc|registry provider domain plus namespace-specific metadata token: data.europa.eu; jrc	/mnt/raid2/biobricks/jrc-pesticides-residues-in-european-agricultural-soils/.bb/brick.jsonld;/mnt/raid2/biobricks/jrc-pesticides-residues-in-european-agricultural-soils/.bb/source.jsonld;/mnt/raid2/biobricks/jrc-pesticides-residues-in-european-agricultural-soils/README.md;/mnt/raid2/biobricks/jrc-pesticides-residues-in-european-agricultural-soils/dvc.yaml
eu89h	JRC Data Catalogue	jrc-resources-for-organ-on-chip-validation-euroocs-rab	https://github.com/biobricks-ai/jrc-resources-for-organ-on-chip-validation-euroocs-rab	registry provider domain plus namespace-specific metadata token: data.jrc.ec.europa.eu; jrc	/mnt/raid2/biobricks/jrc-resources-for-organ-on-chip-validation-euroocs-rab/.bb/brick.jsonld;/mnt/raid2/biobricks/jrc-resources-for-organ-on-chip-validation-euroocs-rab/.bb/source.jsonld;/mnt/raid2/biobricks/jrc-resources-for-organ-on-chip-validation-euroocs-rab/README.md;/mnt/raid2/biobricks/jrc-resources-for-organ-on-chip-validation-euroocs-rab/dvc.yaml
eu89h	JRC Data Catalogue	jrc-time-and-concentration-responses-of-heparg	https://github.com/biobricks-ai/jrc-time-and-concentration-responses-of-heparg	registry provider domain plus namespace-specific metadata token: data.jrc.ec.europa.eu; jrc	/mnt/raid2/biobricks/jrc-time-and-concentration-responses-of-heparg/.bb/brick.jsonld;/mnt/raid2/biobricks/jrc-time-and-concentration-responses-of-heparg/.bb/source.jsonld;/mnt/raid2/biobricks/jrc-time-and-concentration-responses-of-heparg/README.md;/mnt/raid2/biobricks/jrc-time-and-concentration-responses-of-heparg/dvc.yaml
foodb.compound	FooDB Compound	foodb	https://github.com/biobricks-ai/foodb	registry provider domain plus namespace-specific metadata token: foodb.ca; foodb	/mnt/raid2/biobricks/foodb/.bb/brick.jsonld;/mnt/raid2/biobricks/foodb/dvc.yaml;/mnt/raid2/biobricks/foodb/stages/01_download.py;/mnt/raid2/biobricks/foodb/stages/02_build.py
foodb.compound	FooDB Compound	foodb-compounds-collection-csv	https://github.com/biobricks-ai/foodb-compounds-collection-csv	registry provider domain plus namespace-specific metadata token: foodb.ca; foodb	/mnt/raid2/biobricks/foodb-compounds-collection-csv/.bb/brick.jsonld;/mnt/raid2/biobricks/foodb-compounds-collection-csv/dvc.yaml;/mnt/raid2/biobricks/foodb-compounds-collection-csv/stages/01_download.py;/mnt/raid2/biobricks/foodb-compounds-collection-csv/stages/02_build.py
gdsc	Genomics of Drug Sensitivity in Cancer	gdsc	https://github.com/biobricks-ai/gdsc	registry provider domain plus namespace-specific metadata token: www.cancerrxgene.org; gdsc	/mnt/raid2/biobricks/gdsc/.bb/brick.jsonld;/mnt/raid2/biobricks/gdsc/README.md;/mnt/raid2/biobricks/gdsc/dvc.yaml;/mnt/raid2/biobricks/gdsc/stages/01_download_build.py
geogeo	Geographical Entity Ontology	geneontology	https://github.com/biobricks-ai/geneontology	exact registry resource URL plus namespace-specific repository metadata: http://purl.obolibrary.org/obo|registry provider domain plus namespace-specific metadata token: purl.obolibrary.org; ontology	/mnt/raid2/biobricks/geneontology/.bb/brick.jsonld;/mnt/raid2/biobricks/geneontology/README.md;/mnt/raid2/biobricks/geneontology/dvc.yaml
go_ref	Gene Ontology Reference	geneontology	https://github.com/biobricks-ai/geneontology	registry provider domain plus namespace-specific metadata token: www.geneontology.org; ontology|registry provider domain plus namespace-specific metadata token: geneontology.org; ontology	/mnt/raid2/biobricks/geneontology/.bb/brick.jsonld;/mnt/raid2/biobricks/geneontology/README.md;/mnt/raid2/biobricks/geneontology/dvc.yaml
gsso	Gender, Sex, and Sexual Orientation (GSSO) Ontology	geneontology	https://github.com/biobricks-ai/geneontology	registry provider domain plus namespace-specific metadata token: purl.obolibrary.org; ontology	/mnt/raid2/biobricks/geneontology/.bb/brick.jsonld;/mnt/raid2/biobricks/geneontology/README.md;/mnt/raid2/biobricks/geneontology/dvc.yaml
gtex	GTEx	gtex	https://github.com/biobricks-ai/gtex	registry provider domain plus namespace-specific metadata token: www.gtexportal.org; gtex	/mnt/raid2/biobricks/gtex/.bb/brick.jsonld;/mnt/raid2/biobricks/gtex/README.md;/mnt/raid2/biobricks/gtex/dvc.yaml
hmdb	HMDB	hmdb	https://github.com/biobricks-ai/hmdb	registry provider domain plus namespace-specific metadata token: www.hmdb.ca; hmdb	/mnt/raid2/biobricks/hmdb/.bb/brick.jsonld;/mnt/raid2/biobricks/hmdb/.bb/source.jsonld;/mnt/raid2/biobricks/hmdb/dvc.yaml;/mnt/raid2/biobricks/hmdb/stages/01_download.py
iao	Information Artifact Ontology	geneontology	https://github.com/biobricks-ai/geneontology	registry provider domain plus namespace-specific metadata token: purl.obolibrary.org; ontology	/mnt/raid2/biobricks/geneontology/.bb/brick.jsonld;/mnt/raid2/biobricks/geneontology/README.md;/mnt/raid2/biobricks/geneontology/dvc.yaml
ice.chem	Integrated Chemical Environment - Chemical data	ice-ntp-toxicology-data	https://github.com/biobricks-ai/ice-ntp-toxicology-data	registry provider domain plus namespace-specific metadata token: ice.ntp.niehs.nih.gov; ice	/mnt/raid2/biobricks/ice-ntp-toxicology-data/.bb/brick.jsonld;/mnt/raid2/biobricks/ice-ntp-toxicology-data/.bb/source.jsonld;/mnt/raid2/biobricks/ice-ntp-toxicology-data/dvc.yaml;/mnt/raid2/biobricks/ice-ntp-toxicology-data/stages/01_download.py
ice.chem	Integrated Chemical Environment - Chemical data	ice-skin-sensitization	https://github.com/biobricks-ai/ice-skin-sensitization	registry provider domain plus namespace-specific metadata token: ice.ntp.niehs.nih.gov; ice	/mnt/raid2/biobricks/ice-skin-sensitization/.bb/brick.jsonld;/mnt/raid2/biobricks/ice-skin-sensitization/dvc.yaml;/mnt/raid2/biobricks/ice-skin-sensitization/stages/01_download.py;/mnt/raid2/biobricks/ice-skin-sensitization/stages/02_build.py
ice.chem	Integrated Chemical Environment - Chemical data	ntp-ice	https://github.com/biobricks-ai/ntp-ice	registry provider domain plus namespace-specific metadata token: ice.ntp.niehs.nih.gov; ice	/mnt/raid2/biobricks/ntp-ice/.bb/brick.jsonld;/mnt/raid2/biobricks/ntp-ice/dvc.yaml;/mnt/raid2/biobricks/ntp-ice/stages/01_download.py;/mnt/raid2/biobricks/ntp-ice/stages/02_build.py
iedb	Immune Epitope Database (IEDB)	iedb-mhc-binding	https://github.com/biobricks-ai/iedb-mhc-binding	registry provider domain plus namespace-specific metadata token: www.iedb.org; iedb	/mnt/raid2/biobricks/iedb-mhc-binding/.bb/brick.jsonld;/mnt/raid2/biobricks/iedb-mhc-binding/dvc.yaml;/mnt/raid2/biobricks/iedb-mhc-binding/stages/01_download.py;/mnt/raid2/biobricks/iedb-mhc-binding/stages/02_build.py
inchi	InChI	ebi-chebi	https://github.com/biobricks-ai/ebi-chebi	exact registry resource URL plus namespace-specific repository metadata: https://www.ebi.ac.uk/chebi	/mnt/raid2/biobricks/ebi-chebi/.bb/brick.jsonld;/mnt/raid2/biobricks/ebi-chebi/.bb/source.jsonld;/mnt/raid2/biobricks/ebi-chebi/dvc.yaml;/mnt/raid2/biobricks/ebi-chebi/stages/01_download.py
inchikey	InChIKey	anses-trv-rdf	https://github.com/biobricks-ai/anses-trv-rdf	direct Identifiers.org namespace IRI in repository metadata/source	/home/insilica/git/com.toxindex/kg/graphs/anses-trv-rdf/README.md;/home/insilica/git/com.toxindex/kg/graphs/anses-trv-rdf/dvc.yaml;/home/insilica/git/com.toxindex/kg/graphs/anses-trv-rdf/stages/convert.py;/home/insilica/git/com.toxindex/kg/graphs/anses-trv-rdf/health/build-status.json
inchikey	InChIKey	china-iecsc-rdf	https://github.com/biobricks-ai/china-iecsc-rdf	direct Identifiers.org namespace IRI in repository metadata/source	/home/insilica/git/com.toxindex/china-iecsc-rdf/README.md;/home/insilica/git/com.toxindex/china-iecsc-rdf/dvc.yaml;/home/insilica/git/com.toxindex/china-iecsc-rdf/stages/__init__.py;/home/insilica/git/com.toxindex/china-iecsc-rdf/stages/convert.py
inchikey	InChIKey	epa-physchem-rdf	https://github.com/biobricks-ai/epa-physchem-rdf	direct Identifiers.org namespace IRI in repository metadata/source	/home/insilica/git/com.toxindex/epa-physchem-rdf/README.md;/home/insilica/git/com.toxindex/epa-physchem-rdf/dvc.yaml;/home/insilica/git/com.toxindex/epa-physchem-rdf/stages/01_convert_rdf.py;/home/insilica/git/com.toxindex/epa-physchem-rdf/health/license.json
inchikey	InChIKey	epa-srs-rdf	https://github.com/biobricks-ai/epa-srs-rdf	direct Identifiers.org namespace IRI in repository metadata/source	/home/insilica/git/com.toxindex/epa-srs-rdf/README.md;/home/insilica/git/com.toxindex/epa-srs-rdf/dvc.yaml;/home/insilica/git/com.toxindex/epa-srs-rdf/stages/__init__.py;/home/insilica/git/com.toxindex/epa-srs-rdf/stages/convert.py
inchikey	InChIKey	fda-expanded-decision-tree-rdf	https://github.com/biobricks-ai/fda-expanded-decision-tree-rdf	direct Identifiers.org namespace IRI in repository metadata/source	/home/insilica/git/com.toxindex/kg/graphs/fda-expanded-decision-tree-rdf/README.md;/home/insilica/git/com.toxindex/kg/graphs/fda-expanded-decision-tree-rdf/dvc.yaml;/home/insilica/git/com.toxindex/kg/graphs/fda-expanded-decision-tree-rdf/stages/convert.py;/home/insilica/git/com.toxindex/kg/graphs/fda-expanded-decision-tree-rdf/health/build-status.json
inchikey	InChIKey	hbm4eu-cecscreen-rdf	https://github.com/biobricks-ai/hbm4eu-cecscreen-rdf	direct Identifiers.org namespace IRI in repository metadata/source	/home/insilica/git/com.toxindex/hbm4eu-cecscreen-rdf/README.md;/home/insilica/git/com.toxindex/hbm4eu-cecscreen-rdf/dvc.yaml;/home/insilica/git/com.toxindex/hbm4eu-cecscreen-rdf/stages/convert.py;/home/insilica/git/com.toxindex/hbm4eu-cecscreen-rdf/health/build-status.json
inchikey	InChIKey	indonesia-hazardous-chemicals-rdf	https://github.com/biobricks-ai/indonesia-hazardous-chemicals-rdf	direct Identifiers.org namespace IRI in repository metadata/source	/home/insilica/git/com.toxindex/indonesia-hazardous-chemicals-rdf/README.md;/home/insilica/git/com.toxindex/indonesia-hazardous-chemicals-rdf/dvc.yaml;/home/insilica/git/com.toxindex/indonesia-hazardous-chemicals-rdf/stages/__init__.py;/home/insilica/git/com.toxindex/indonesia-hazardous-chemicals-rdf/stages/convert.py
inchikey	InChIKey	norman-sle-rdf	https://github.com/biobricks-ai/norman-sle-rdf	direct Identifiers.org namespace IRI in repository metadata/source	/home/insilica/git/com.toxindex/kg/graphs/norman-sle-rdf/README.md;/home/insilica/git/com.toxindex/kg/graphs/norman-sle-rdf/dvc.yaml;/home/insilica/git/com.toxindex/kg/graphs/norman-sle-rdf/stages/convert.py;/home/insilica/git/com.toxindex/kg/graphs/norman-sle-rdf/health/build-status.json
